2018-04-01,674081,01,08,02,05,10,03,09,04,06,07
2018-04-01,674082,02,08,06,09,04,05,03,01,07,10
2018-04-01,674083,02,10,03,05,07,04,09,08,01,06
2018-04-01,674084,03,08,10,05,04,01,06,09,07,02
2018-04-01,674085,01,09,03,04,08,10,06,07,05,02
2018-04-01,674086,08,01,06,04,02,05,09,07,10,03
2018-04-01,674087,03,07,06,09,08,01,02,10,05,04
2018-04-01,674088,01,06,10,08,07,09,02,04,03,05
2018-04-01,674089,08,01,06,07,04,02,05,09,10,03
2018-04-01,674090,08,06,03,10,04,02,09,07,01,05
2018-04-01,674091,07,10,03,04,08,02,05,06,01,09
2018-04-01,674092,02,04,01,08,10,06,07,05,03,09
2018-04-01,674093,04,01,09,07,05,03,08,06,02,10
2018-04-01,674094,05,04,02,08,10,09,06,01,07,03
2018-04-01,674095,07,08,02,09,01,06,04,10,03,05
2018-04-01,674096,05,10,04,07,08,06,01,09,03,02
2018-04-01,674097,04,01,10,07,02,06,05,08,09,03
2018-04-01,674098,06,04,02,03,05,10,09,07,01,08
2018-04-01,674099,04,02,01,03,07,09,08,10,06,05
2018-04-01,674100,06,08,10,07,03,02,09,04,05,01
2018-04-01,674101,03,07,10,08,05,01,04,06,09,02
2018-04-01,674102,07,03,02,09,04,05,01,06,08,10
2018-04-01,674103,09,05,06,02,08,03,10,04,07,01
2018-04-01,674104,04,08,06,10,09,05,02,03,01,07
2018-04-01,674105,07,06,08,10,04,01,05,03,09,02
2018-04-01,674106,08,07,03,09,02,10,01,04,06,05
2018-04-01,674107,10,05,03,02,09,04,07,08,01,06
2018-04-01,674108,03,06,02,08,10,07,04,01,05,09
2018-04-01,674109,09,07,02,06,04,08,01,05,03,10
2018-04-01,674110,09,01,07,10,02,03,04,06,05,08
2018-04-01,674111,04,02,08,07,09,01,03,10,06,05
2018-04-01,674112,06,08,02,10,09,01,05,04,07,03
2018-04-01,674113,09,01,10,07,06,02,04,03,08,05
2018-04-01,674114,05,08,09,10,02,06,04,07,01,03
2018-04-01,674115,05,01,07,04,06,03,09,02,08,10
2018-04-01,674116,06,01,05,02,07,03,08,09,04,10
2018-04-01,674117,08,01,10,06,09,07,05,04,02,03
2018-04-01,674118,06,10,05,07,03,02,08,04,01,09
2018-04-01,674119,02,08,01,04,05,03,10,09,07,06
2018-04-01,674120,01,08,03,05,04,06,02,10,09,07
2018-04-01,674121,08,04,10,02,01,03,09,05,06,07
2018-04-01,674122,05,03,02,07,10,04,06,08,09,01
2018-04-01,674123,06,08,02,01,05,07,04,10,09,03
2018-04-01,674124,10,08,02,09,05,07,04,03,06,01
2018-04-01,674125,01,10,03,07,09,02,08,05,04,06
2018-04-01,674126,10,01,03,09,08,07,06,05,04,02
2018-04-01,674127,03,10,06,07,01,08,04,05,09,02
2018-04-01,674128,01,02,09,08,03,07,10,06,04,05
2018-04-01,674129,09,06,05,01,10,03,07,02,04,08
2018-04-01,674130,08,01,07,03,04,10,05,06,02,09
2018-04-01,674131,08,06,02,09,03,05,01,07,04,10
2018-04-01,674132,08,06,09,04,10,05,02,01,07,03
2018-04-01,674133,03,04,09,10,06,08,05,01,02,07
2018-04-01,674134,06,02,01,05,04,08,10,07,03,09
2018-04-01,674135,06,02,08,01,05,03,09,10,04,07
2018-04-01,674136,06,07,02,10,01,08,05,04,09,03
2018-04-01,674137,05,08,03,01,07,10,06,04,02,09
2018-04-01,674138,10,02,05,06,09,03,07,08,04,01
2018-04-01,674139,04,07,09,03,01,02,08,05,06,10
2018-04-01,674140,05,07,01,03,06,02,08,10,04,09
2018-04-01,674141,09,02,08,04,06,07,01,05,03,10
2018-04-01,674142,10,04,08,01,02,07,03,09,05,06
2018-04-01,674143,09,02,06,01,03,04,08,10,05,07
2018-04-01,674144,07,10,04,08,05,01,06,09,02,03
2018-04-01,674145,02,06,09,07,04,03,08,10,01,05
2018-04-01,674146,03,10,07,04,06,09,02,01,08,05
2018-04-01,674147,05,06,07,09,02,01,08,10,03,04
2018-04-01,674148,01,03,02,08,07,06,04,09,05,10
2018-04-01,674149,06,07,08,05,04,03,09,02,10,01
2018-04-01,674150,04,10,02,07,06,03,09,08,01,05
2018-04-01,674151,05,08,10,01,03,07,09,06,02,04
2018-04-01,674152,05,07,04,06,03,10,01,02,08,09
2018-04-01,674153,08,03,04,09,05,06,10,07,02,01
2018-04-01,674154,03,04,06,10,09,07,01,08,05,02
2018-04-01,674155,10,04,06,01,05,02,03,08,09,07
2018-04-01,674156,02,05,06,04,07,09,10,03,08,01
2018-04-01,674157,03,08,01,04,10,07,06,09,02,05
2018-04-01,674158,01,02,08,06,03,04,07,10,09,05
2018-04-01,674159,05,09,08,04,03,07,06,10,02,01
2018-04-01,674160,08,01,03,06,07,10,09,05,04,02
2018-04-01,674161,05,09,08,04,10,06,01,02,07,03
2018-04-01,674162,06,05,09,08,07,02,01,03,10,04
2018-04-01,674163,10,02,08,06,03,01,04,09,05,07
2018-04-01,674164,02,04,06,09,10,03,07,01,08,05
2018-04-01,674165,06,10,04,02,09,07,05,08,03,01
2018-04-01,674166,04,02,01,10,08,06,03,07,09,05
2018-04-01,674167,04,08,05,09,07,02,03,06,10,01
2018-04-01,674168,04,02,07,03,10,05,01,06,09,08
2018-04-01,674169,01,10,04,07,06,05,03,02,09,08
2018-04-01,674170,07,08,06,02,05,03,09,04,01,10
2018-04-01,674171,10,08,01,07,04,09,03,02,05,06
2018-04-01,674172,10,09,03,07,08,02,01,06,05,04
2018-04-01,674173,05,08,02,10,06,01,03,07,09,04
2018-04-01,674174,07,03,04,01,09,06,02,10,08,05
2018-04-01,674175,03,07,02,04,09,05,01,08,06,10
2018-04-01,674176,01,03,05,04,08,06,07,02,10,09
2018-04-01,674177,02,07,10,03,04,05,08,09,06,01
2018-04-01,674178,01,06,03,05,07,08,10,09,02,04
2018-04-01,674179,01,02,04,07,10,06,03,08,09,05
2018-04-01,674180,05,02,04,10,08,01,09,06,07,03
2018-04-01,674181,06,02,07,03,08,10,04,01,09,05
2018-04-01,674182,08,04,03,01,10,09,07,05,06,02
2018-04-01,674183,06,01,09,08,05,10,02,07,04,03
2018-04-01,674184,10,08,04,05,03,01,07,02,06,09
2018-04-01,674185,01,06,04,08,09,03,02,07,10,05
2018-04-01,674186,05,07,10,09,01,02,04,06,03,08
2018-04-01,674187,07,06,08,03,02,10,04,01,09,05
2018-04-01,674188,03,08,04,10,09,07,06,02,05,01
2018-04-01,674189,08,06,07,10,02,03,04,05,09,01
2018-04-01,674190,06,01,09,03,04,02,10,05,07,08
2018-04-01,674191,08,01,06,10,07,02,03,09,05,04
2018-04-01,674192,03,09,02,10,07,08,04,05,01,06
2018-04-01,674193,02,10,08,01,06,03,05,09,04,07
2018-04-01,674194,06,02,09,05,03,08,01,10,04,07
2018-04-01,674195,04,10,05,09,07,08,01,02,03,06
2018-04-01,674196,04,02,09,06,01,08,07,03,05,10
2018-04-01,674197,09,04,01,02,05,08,10,03,06,07
2018-04-01,674198,06,07,05,02,04,10,08,09,03,01
2018-04-01,674199,10,04,02,03,06,09,01,08,05,07
2018-04-01,674200,03,07,05,06,08,09,10,01,02,04
2018-04-01,674201,10,08,07,09,01,04,02,06,03,05
2018-04-01,674202,03,05,07,08,10,01,02,04,06,09
2018-04-01,674203,06,07,05,03,10,09,02,04,08,01
2018-04-01,674204,06,02,03,08,07,04,05,01,10,09
2018-04-01,674205,10,04,07,05,03,08,09,06,02,01
2018-04-01,674206,03,04,02,01,06,08,10,05,07,09
2018-04-01,674207,04,03,05,02,10,09,08,06,07,01
2018-04-01,674208,04,07,09,02,03,10,01,05,08,06
2018-04-01,674209,07,06,05,01,10,08,02,03,04,09
2018-04-01,674210,04,02,06,07,10,01,08,09,03,05
2018-04-01,674211,04,07,06,05,02,09,10,01,03,08
2018-04-01,674212,01,02,06,09,07,08,05,10,04,03
2018-04-01,674213,04,03,10,08,09,06,05,07,01,02
2018-04-01,674214,07,08,10,04,02,03,06,01,05,09
2018-04-01,674215,03,10,09,08,01,02,06,05,04,07
2018-04-01,674216,02,08,10,06,04,01,07,09,05,03
2018-04-01,674217,08,07,03,02,09,05,01,04,10,06
2018-04-01,674218,10,09,01,04,08,03,05,02,07,06
2018-04-01,674219,08,07,06,03,10,04,01,09,02,05
2018-04-01,674220,04,06,09,05,10,03,07,02,08,01
2018-04-01,674221,06,03,10,07,09,08,01,02,04,05
2018-04-01,674222,05,08,06,04,03,09,10,01,07,02
2018-04-01,674223,05,09,10,07,03,06,02,04,08,01
2018-04-01,674224,05,07,01,06,03,09,08,04,02,10
2018-04-01,674225,07,10,04,03,06,08,05,02,09,01
2018-04-01,674226,06,09,04,03,01,02,07,10,08,05
2018-04-01,674227,06,02,09,05,10,04,03,08,07,01
2018-04-01,674228,05,06,02,10,09,07,08,03,01,04
2018-04-01,674229,08,03,09,06,01,02,07,04,05,10
2018-04-01,674230,09,01,05,07,06,04,08,03,02,10
2018-04-01,674231,07,09,08,02,05,06,10,03,04,01
2018-04-01,674232,02,06,04,08,03,07,10,01,05,09
2018-04-01,674233,10,09,02,01,04,05,06,08,03,07
2018-04-01,674234,03,10,06,09,07,08,05,01,02,04
2018-04-01,674235,06,02,05,10,09,04,03,07,08,01
2018-04-01,674236,02,10,08,03,05,01,06,07,04,09
2018-04-01,674237,06,05,08,03,02,10,07,04,01,09
2018-04-01,674238,07,05,04,03,10,06,01,09,08,02
2018-04-01,674239,10,01,02,04,09,06,05,08,03,07
2018-04-01,674240,09,03,06,08,07,01,10,04,02,05
2018-04-01,674241,08,09,10,05,06,03,02,07,01,04
2018-04-01,674242,01,04,03,06,05,09,10,08,02,07
2018-04-01,674243,10,03,09,02,08,01,04,06,05,07
2018-04-01,674244,01,08,04,02,07,03,10,06,05,09
2018-04-01,674245,05,07,03,06,09,01,04,10,08,02
2018-04-01,674246,06,05,08,02,01,03,10,09,04,07
2018-04-01,674247,05,03,09,06,07,10,02,01,04,08
2018-04-01,674248,05,03,04,02,07,01,10,06,09,08
2018-04-01,674249,06,02,09,04,10,01,03,08,05,07
2018-04-01,674250,04,03,07,02,01,09,10,08,06,05
2018-04-01,674251,05,10,09,01,06,07,04,08,03,02
2018-04-01,674252,10,07,02,05,01,06,03,09,04,08
2018-04-01,674253,08,07,03,01,05,04,06,10,02,09
2018-04-01,674254,06,07,10,01,09,04,08,05,03,02
2018-04-01,674255,04,02,08,07,01,10,09,06,03,05
2018-04-01,674256,08,03,09,07,02,05,10,06,04,01
2018-04-01,674257,08,02,04,09,10,03,07,05,06,01
2018-04-01,674258,09,07,08,06,01,02,05,04,03,10
2018-04-01,674259,02,08,05,03,07,09,01,04,10,06
2018-04-02,674260,10,09,06,03,08,02,07,05,04,01
2018-04-02,674261,06,10,09,01,07,04,05,02,03,08
2018-04-02,674262,01,05,03,10,08,06,09,07,04,02
2018-04-02,674263,06,01,10,04,08,02,09,03,05,07
2018-04-02,674264,03,09,05,10,01,02,04,07,06,08
2018-04-02,674265,08,02,04,09,06,05,03,07,10,01
2018-04-02,674266,07,09,03,01,06,02,05,10,04,08
2018-04-02,674267,08,06,05,07,09,04,01,10,02,03
2018-04-02,674268,06,09,04,02,03,05,07,08,01,10
2018-04-02,674269,04,08,03,05,10,09,01,06,02,07
2018-04-02,674270,08,10,04,06,05,09,03,01,07,02
2018-04-02,674271,03,02,08,06,07,05,09,10,04,01
2018-04-02,674272,09,03,07,06,08,01,10,04,02,05
2018-04-02,674273,03,05,09,08,06,02,01,04,07,10
2018-04-02,674274,10,02,05,01,09,07,08,06,03,04
2018-04-02,674275,02,07,03,01,04,10,05,08,06,09
2018-04-02,674276,01,05,03,06,08,10,02,09,04,07
2018-04-02,674277,06,03,09,01,02,10,05,07,08,04
2018-04-02,674278,09,10,05,04,06,07,01,03,08,02
2018-04-02,674279,03,05,01,10,09,07,04,08,02,06
2018-04-02,674280,06,03,07,04,10,02,08,05,09,01
2018-04-02,674281,05,04,09,01,10,08,02,07,06,03
2018-04-02,674282,09,05,06,02,10,07,08,01,03,04
2018-04-02,674283,06,07,01,10,02,03,04,08,09,05
2018-04-02,674284,09,10,02,07,01,06,04,05,08,03
2018-04-02,674285,03,04,01,10,09,02,06,07,08,05
2018-04-02,674286,10,02,01,05,06,03,07,09,08,04
2018-04-02,674287,05,01,10,08,09,02,06,04,07,03
2018-04-02,674288,07,09,08,06,10,02,05,03,01,04
2018-04-02,674289,07,01,03,06,04,05,10,08,09,02
